nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KKJJMBXD2J9VE4XHE9HQ8B8C,65740557,2026,E-Katalog 6.0,APBN,ELO KARSA UTAMA,E-Purchasing,Barang,Belanja Barang Non Operasional Lainnya,COMPLETED,2497500,0
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KNTJ89MHK42DZDPR05K88H0S,66440131,2026,E-Katalog 6.0,APBN,AVENDRA INDONESIA,E-Purchasing,Barang,Belanja Barang Non Operasional Lainnya,COMPLETED,1493970,1493970
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KJVBWECVSPDG66FYSGQ7629T,65740081,2026,E-Katalog 6.0,APBN,BERCA NIAGA MEDIKA,E-Purchasing,Barang,Belanja Barang Non Operasional Lainnya,COMPLETED,4830720,0
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KQESMF3FBEXXZ3G71V0XE3FC,67047400,2026,E-Katalog 6.0,APBN,BAHTERA CAHAYA MUTIARA,E-Purchasing,Barang,Pengadaan Bahan Pendukung Cleaning Service,COMPLETED,97666125,97666125
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KJCNXZ7RYD8HNRB4R59P8FQT,62566457,2026,E-Katalog 6.0,APBN,ADI SARANA ARMADA,E-Purchasing,Jasa Lainnya,Sewa Kendaraan Operasional KLT Jawa Barat BSN Tahun 2026,COMPLETED,47999996,47999996
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KS1MM5FE8SVA8SXZTE8VBDVG,67158283,2026,E-Katalog 6.0,APBN,WADYA PRIMA MULIA,E-Purchasing,Jasa Lainnya,Belanja Jasa Lainnya,ON PROCESS,53058000,0
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KJCDS96BD130X3HWXVM7450R,62566456,2026,E-Katalog 6.0,APBN,ADI SARANA ARMADA,E-Purchasing,Jasa Lainnya,Sewa Kendaraan Operasional KLT Jawa Timur BSN Tahun 2026,COMPLETED,46999997,46999997
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KN3N6NWAFSAQ6BMYPYDDG2JQ,65740081,2026,E-Katalog 6.0,APBN,KHARISMA SCIENTIFIC,E-Purchasing,Barang,Belanja Barang Non Operasional Lainnya,COMPLETED,3108000,0
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KKGA0JDHK6W3DVM2KYJGXM2S,67121824,2026,E-Katalog 6.0,APBN,MERCK CHEMICALS AND LIFE SCIENCES,E-Purchasing,Barang,Belanja Barang Non Operasional Lainnya,COMPLETED,1169940,0
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KJVKG5VDVPY6WRMSQJM8ECP0,66416427,2026,E-Katalog 6.0,APBN,GENECRAFT LABS,E-Purchasing,Barang,Belanja Barang Non Operasional Lainnya,COMPLETED,6993000,0
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KK0PV5NH3XHES47S91WQH7VY,66440131,2026,E-Katalog 6.0,APBN,ENIGMA SAINTIA SOLUSINDO,E-Purchasing,Barang,Belanja Barang Non Operasional Lainnya,COMPLETED,3663000,0
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KE95KSM9YB2HF381ZSFAMZT5,62566462,2026,E-Katalog 6.0,APBN,AGUNG SOLUSI TRANS,E-Purchasing,Jasa Lainnya,Sewa Kendaraan Dinas Eselon 1 BSN Tahun 2026,COMPLETED,1123199010,1123199010
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KSF2D3MR9Y64KV6BT5WJJFD6,67203129,2026,E-Katalog 6.0,APBN,BAHTERA CAHAYA MUTIARA,E-Purchasing,Barang,Pengadaan Handsoap,COMPLETED,4107000,4107000
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KQXHHCTMF9D9TDXG1NESRTY7,67071850,2026,E-Katalog 6.0,APBN,AVENDRA INDONESIA,E-Purchasing,Jasa Lainnya,Seminar Kit Kegiatan Sosialisasi KAN-K.02.02,COMPLETED,7947600,7947600
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KDSRGQBZDQCFZN2G4HNVFQTP,62578177,2026,E-Katalog 6.0,APBN,APLIKANUSA LINTASARTA,E-Purchasing,Jasa Lainnya,Sewa Jaringan Internet BSN Periode Januari Tahun 2026,PAYMENT OUTSIDE SYSTEM,120800000,120800000
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KDQ6XKG2X7FKQMXKBSWZX2JD,62589596,2026,E-Katalog 6.0,APBN,SERASI AUTORAYA,E-Purchasing,Jasa Lainnya,Sewa Kendaraan Operasional KLT Nusa Tenggara Barat BSN Tahun 2026,COMPLETED,74400006,74400006
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KQS7KSB271P7X9HFYMS6GBGK,67121824,2026,E-Katalog 6.0,APBN,AVENDRA INDONESIA,E-Purchasing,Barang,Belanja Barang Non Operasional Lainnya,COMPLETED,599977,599977
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KFD0C56VYNFTE7QDVYCWFP6A,63922394,2026,E-Katalog 6.0,APBN,DUNIA VIRTUAL ONLINE,E-Purchasing,Jasa Lainnya,Sewa Colocation dan Cloud BSN Periode Februari - Juni Tahun 2026,ON PROCESS,774999996,774999996
BADAN STANDARDISASI NASIONAL,SEKRETARIAT UTAMA BADAN STANDARDISASI NASIONAL - 613104,01KSRYFN3QCBKHCV275KV4WHRD,66440133,2026,E-Katalog 6.0,APBN,DAYA ANUGRAH NUSANTARA,E-Purchasing,Barang,Belanja Barang Non Operasional Lainnya,COMPLETED,7770000,7770000
