nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
BADAN PENGAWAS PEMILIHAN UMUM,SEKRETARIAT BAWASLU KABUPATEN KEDIRI - 419657,01KG1ED0K1G51720SKZT158TQH,64566569,2026,E-Katalog 6.0,APBN,BATAVIA PROSPERINDO TRANS,E-Purchasing,Jasa Lainnya,Belanja Sewa Kendaraan Operasional Kantor Bawaslu Kabupaten Kediri,COMPLETED,74400006,74400006
BADAN PENGAWAS PEMILIHAN UMUM,SEKRETARIAT BAWASLU PROVINSI SULAWESI TENGGARA - 686470,01KG6GCY4MSHKHQM325KNXCN2A,63984986,2026,E-Katalog 6.0,APBN,BUMI JASA UTAMA,E-Purchasing,Jasa Lainnya,"  Sewa Kendaraan Operasional",COMPLETED,81155989,81155989
BADAN PENGAWAS PEMILIHAN UMUM,SEKRETARIAT BAWASLU PROVINSI SUMATERA BARAT - 686218,01KFASE1B4NTJREXMP6T3VXNWE,63221208,2026,E-Katalog 6.0,APBN,TELAGA GUNUNG SINGGALANG,E-Purchasing,Jasa Lainnya,Pengadaan Tenaga Alih Daya Pramubakti Bawaslu Kota Solok,ON PROCESS,82524000,82524000
BADAN PENGAWAS PEMILIHAN UMUM,SEKRETARIAT BAWASLU KABUPATEN TANJUNG JABUNG TIMUR - 418988,01KJAMRC76P2GMPCD6175RKMEM,63180151,2026,E-Katalog 6.0,APBN,SERASI AUTORAYA,E-Purchasing,Jasa Lainnya,Belanja Sewa,COMPLETED,74592000,74592000
BADAN PENGAWAS PEMILIHAN UMUM,BADAN PENGAWAS PEMILIHAN UMUM - 500100,01KWGQTZJ9CC9YCFHDTHY8ZDET,67316447,2026,E-Katalog 6.0,APBN,GWEN TEKNO PRATAMA,E-Purchasing,Jasa Lainnya,Pengadaan Renewal License Sangfor Hyper-Converged Infrastructure (HCI) Bawaslu Tahun 2026,ON PROCESS,367410000,0
BADAN PENGAWAS PEMILIHAN UMUM,SEKRETARIAT BAWASLU PROVINSI SULAWESI TENGAH - 686463,01KQBWH6S2QVF43VFDPFSETBTX,66938147,2026,E-Katalog 6.0,APBN,KURNIA NAWA HOKI,E-Purchasing,Barang,Belanja Barang Operasional Lainnya (Pakaian Dinas Bawaslu Banggai Kepulauan),ON PROCESS,46035079,46035079
BADAN PENGAWAS PEMILIHAN UMUM,SEKRETARIAT BAWASLU PROVINSI KALIMANTAN SELATAN - 686400,01KKHBKE9ZGFP676Z28J2R7H78,66412229,2026,E-Katalog 6.0,APBN,BEJO SEKAWAN,E-Purchasing,Jasa Lainnya,Pengadaan Pakaian Dinas/Kerja Bawaslu Kab.Tanah Laut,PAYMENT OUTSIDE SYSTEM,50041020,50041020
BADAN PENGAWAS PEMILIHAN UMUM,SEKRETARIAT BAWASLU KABUPATEN KARAWANG - 419654,01KG72XEAQ0QSTKD51ZP07TBY2,63765856,2026,E-Katalog 6.0,APBN,UNIVERSAL,E-Purchasing,Jasa Lainnya,Sewa Kendaraan Dinas Operasional Bawaslu Kabupaten Karawang T.A 2026,ON PROCESS,67665600,67665600
BADAN PENGAWAS PEMILIHAN UMUM,SEKRETARIAT BAWASLU PROVINSI KALIMANTAN BARAT - 686381,01KGKDEXZBHV340SQDDC1FQ5PH,64908219,2026,E-Katalog 6.0,APBN,UNIVERSAL,E-Purchasing,Jasa Lainnya,Sewa Mobil,PAYMENT OUTSIDE SYSTEM,82850400,82850400
BADAN PENGAWAS PEMILIHAN UMUM,SEKRETARIAT BAWASLU KABUPATEN BLITAR - 686155,01KQ92ERZKZ3PCZQWS2NENPR4T,67015557,2026,E-Katalog 6.0,APBN,BATAVIA PROSPERINDO TRANS,E-Purchasing,Jasa Lainnya,Belanja Sewa Kendaraan Operasional 9 bulan Kantor Bawaslu Kabupaten Blitar,PAYMENT OUTSIDE SYSTEM,55800004,55800004
