nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
BADAN KEAMANAN LAUT,BADAN KEAMANAN LAUT - 119395,10131774000,67012521,2026,Tender,APBN,PT. BINAMITRA BANGUNSARANA PRATAMA,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Pengawasan Pembangunan SPKKL Supiori Tahun Anggaran 2026,SELESAI,1423000000,1423000000
BADAN KEAMANAN LAUT,BADAN KEAMANAN LAUT - 119395,01KQXKB3H3D04YPSBERBDJ21FY,67061628,2026,E-Katalog 6.0,APBN,IDOLA KARYA SEMPURNA,E-Purchasing,Barang,"PENGADAAN PAKAIAN DINAS HARIAN (PDH) PEGAWAI, TANDA PANGKAT DAN NAMETAG SERTA MUTZ DAN EMBLEM T.A. 2026",ON PROCESS,2713063221,2713063221
BADAN KEAMANAN LAUT,BADAN KEAMANAN LAUT - 119395,10108518000,62828596,2026,Tender,APBN,PRIMEGA SANIYYA LESTARI,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Konsultan Perencanaan Pembangunan SPKKL Supiori,SELESAI,1739000000,1739000000
BADAN KEAMANAN LAUT,BADAN KEAMANAN LAUT - 119395,10132335000,67014621,2026,Tender,APBN,PT AGRAPANA NUGRAHA KATARA,Tender,Jasa Lainnya,Pemeliharaan dan Operasional Sarana Prasarana Kamla KN Pulau Dana 323 Tahun Anggaran 2026,SELESAI,1770305700,1770305700
BADAN KEAMANAN LAUT,BADAN KEAMANAN LAUT - 119395,01KH335XMZAMCNVWH2NY4EPFY6,65021885,2026,E-Katalog 6.0,APBN,MITRA KREASI GARMEN,E-Purchasing,Barang,"PENGADAAN PAKAIAN OLAHRAGA, KAOS KAKI DAN SEPATU OLAHRAGA BAKAMLA RI",PAYMENT OUTSIDE SYSTEM,8005391182,8005391182
BADAN KEAMANAN LAUT,BADAN KEAMANAN LAUT - 119395,10131833000,67012543,2026,Tender,APBN,PT. BUANA REKAYASA ADHIGANA,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Pengawasan Pembangunan SPKKL Kupang Tahun Anggaran 2026,SELESAI,1348000000,1348000000
BADAN KEAMANAN LAUT,BADAN KEAMANAN LAUT - 119395,10910235000,67279450,2026,Non Tender,APBN,Koperasi Pegawai Republik Indonesia Badan Keamanan Laut,Pengadaan Langsung,Pengadaan Barang,PENGADAAN KEPERLUAN SEHARI-HARI PERKANTORAN TRIWULAN KE-2 T.A 2026,SELESAI,191636500,0
BADAN KEAMANAN LAUT,BADAN KEAMANAN LAUT - 119395,10121377000,66299981,2026,Tender,APBN,ANTAKESUMA INTI RAHARJA,Tender,Jasa Lainnya,Pemeliharaan dan Operasional Sarana Prasarana Kamla KN Tanjung Datu 301 TA. 2026,SELESAI,8703510000,8703510000
BADAN KEAMANAN LAUT,BADAN KEAMANAN LAUT - 119395,10107220000,62305893,2026,Tender,APBN,PT. IRBIE NUSA KONSULTAN,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Konsultan Perencanaan Pembangunan SPKKL Nias Selatan,SELESAI,1687000000,1687000000
BADAN KEAMANAN LAUT,BADAN KEAMANAN LAUT - 119395,10122771000,66256649,2026,Tender,APBN,PT INDO NIASE NUSANTARA,Tender,Jasa Lainnya,Pemeliharaan dan Operasional Sarana Prasarana Kamla KN Kuda Laut 403 (Docking),SELESAI,1635000000,1635000000
BADAN KEAMANAN LAUT,BADAN KEAMANAN LAUT - 119395,01KS6WMPG8J1CHS456A6WQ83G8,67169754,2026,E-Katalog 6.0,APBN,ANUGRAH WIJAYA RAHAYU,E-Purchasing,Barang,"PENGADAAN KAOS KAKI PDL, KAOS KAKI PDH DAN KAOS KAKI PDU BADAN KEAMANAN LAUT  T.A. 2026",ON PROCESS,408662736,408662736
BADAN KEAMANAN LAUT,BADAN KEAMANAN LAUT - 119395,01KEGAYQNR90E61P83ND7DYEP7,62781987,2026,E-Katalog 6.0,APBN,MANDALAWANGI PRIMA SERVIS,E-Purchasing,Jasa Lainnya,"Pengadaan Jasa Outsourching Petugas Kebersihan, Keamanan dan Pramubakti Bakamla  T.A 2026",ON PROCESS,4485000000,4485000000
BADAN KEAMANAN LAUT,BADAN KEAMANAN LAUT - 119395,10872126000,67145823,2026,Non Tender,APBN,PT. Reka Prima Consultans,Penunjukan Langsung,Jasa Konsultansi Badan Usaha Non Konstruksi,Belanja Modal Konsultan Perencanaan Pembangunan Fasilitas Personil dan Pembangunan SPKKL Konawe Selatan,SELESAI,1732000000,1732000000
BADAN KEAMANAN LAUT,BADAN KEAMANAN LAUT - 119395,01KT67NQ6TE0JRVSX1FEDXAX4R,67169815,2026,E-Katalog 6.0,APBN,SINERGI BIOMEDIS INOVASI,E-Purchasing,Jasa Lainnya,MEDICAL CHECK UP (MCU) PEGAWAI MABES BAKAMLA RI T.A 2026,ON PROCESS,1269450000,1269450000
BADAN KEAMANAN LAUT,BADAN KEAMANAN LAUT - 119395,10858209000,66015324,2026,Non Tender,APBN,PT. ADSYA MAJU JAYA,Pengadaan Langsung,Pekerjaan Konstruksi,Pemeliharaan Gedung Rusunawa Batam,SELESAI,129743837,129743837
BADAN KEAMANAN LAUT,BADAN KEAMANAN LAUT - 119395,01KRD7CFA1JXG8H865F89BTFYJ,67110027,2026,E-Katalog 6.0,APBN,MANDALAWANGI PRIMA SERVIS,E-Purchasing,Jasa Lainnya,PENGADAAN JASA OUTSOURCHING PETUGAS KEAMANAN DAN PRAMUBAKTI MABES BAKAMLA T.A 2026,ON PROCESS,820000000,820000000
