nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
BADAN GIZI NASIONAL,"KANTOR PUSAT BADAN GIZI NASIONAL,BADAN GIZI NASIONAL - 691267",01KH0WSB18B8WNBQYBK44XR8K7,65329160,2026,E-Katalog 6.0,APBN,FADHILAH AKBAR,E-Purchasing,Barang,Pekerjaan Pengadaan Alat Pendukung Operasional Kantor Pusat,PAYMENT OUTSIDE SYSTEM,417599902,0
BADAN GIZI NASIONAL,"KANTOR PUSAT BADAN GIZI NASIONAL,BADAN GIZI NASIONAL - 691267",01KH113YQAK7DK6TYGQ3M8AX2B,63708849,2026,E-Katalog 6.0,APBN,NUSANTARA MEDIA MANDIRI,E-Purchasing,Jasa Lainnya,Jasa EO Kegiatan Pimpinan,PAYMENT OUTSIDE SYSTEM,200000000,200000000
BADAN GIZI NASIONAL,KANTOR PUSAT BADAN GIZI NASIONAL - 691267,01KP0CW1VX46V269X1D4E3YKA6,66880021,2026,E-Katalog 6.0,APBN,ERAWAN PRAKARSA UTAMA,E-Purchasing,Jasa Lainnya,Paket Kegiatan Koordinasi Pelaksanaan Pembangunan SPPG di Daerah Terpencil,ON PROCESS,766882905,766882905
BADAN GIZI NASIONAL,"KANTOR PUSAT BADAN GIZI NASIONAL,BADAN GIZI NASIONAL - 691267",01KJVK50012DBBPP6BJBAC534Y,66164528,2026,E-Katalog 6.0,APBN,POJOK CELEBES MANDIRI,E-Purchasing,Jasa Lainnya,Pelatihan Bimtek Penjamah Makanan Bergizi Provinsi Jawa Tengah,PAYMENT OUTSIDE SYSTEM,2798900542,2798900542
BADAN GIZI NASIONAL,"KANTOR PUSAT BADAN GIZI NASIONAL,BADAN GIZI NASIONAL - 691267",01KP0WVXCBP43S3EK7VSD2YDM2,63708849,2026,E-Katalog 6.0,APBN,RAJA IDEA KREATIF,E-Purchasing,Jasa Lainnya,Jasa EO Kegiatan Pimpinan,PAYMENT OUTSIDE SYSTEM,447030300,447030300
BADAN GIZI NASIONAL,"KANTOR PUSAT BADAN GIZI NASIONAL,BADAN GIZI NASIONAL - 691267",01KFW974CKDN6WQR95CKT5WSJV,63707553,2026,E-Katalog 6.0,APBN,PUSAKA PRIMA TRANSPORT,E-Purchasing,Jasa Lainnya,Paket Pengadaan Sewa Kendaraan Roda Empat Badan Gizi Nasional Tahun Anggaran 2026,PAYMENT OUTSIDE SYSTEM,660879998,660879998
BADAN GIZI NASIONAL,"KANTOR PUSAT BADAN GIZI NASIONAL,BADAN GIZI NASIONAL - 691267",01KNTBZ879JEQFFANW1879Z49S,66859057,2026,E-Katalog 6.0,APBN,TUNAS ARTHA SINERGI,E-Purchasing,Barang,Biaya Paket Kegiatan Rapat/Pertemuan Full Board di Luar Kantor - Pejabat Eselon III ke bawah (D.K.I.  Jakarta)		,COMPLETED,373920000,373920000
BADAN GIZI NASIONAL,BADAN GIZI NASIONAL - 691267,10832402000,66826411,2026,Non Tender,APBN,PT. Traindo Bangun Negeri,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Non Konstruksi,PENYUSUNAN LAPORAN KINERJA DIREKTORAT PEMANTAUAN DAN PENGAWASAN WILAYAH I BIDANG PEMANTAUAN DAN PENGAWASAN,SELESAI,98989800,98989800
BADAN GIZI NASIONAL,"KANTOR PUSAT BADAN GIZI NASIONAL,BADAN GIZI NASIONAL - 691267",01KFB3RVPG2GB2E365H47FEGDV,63587057,2026,E-Katalog 6.0,APBN,FARADHA CAKRA BUANA,E-Purchasing,Jasa Lainnya,Paket Pekerjaan Tenaga Operasional Perkantoran di Badan Gizi Nasional Tahun Anggaran 2026,ON PROCESS,20737960100,20737960100
BADAN GIZI NASIONAL,"KANTOR PUSAT BADAN GIZI NASIONAL,BADAN GIZI NASIONAL - 691267",01KJWFJE7HX8CMCB9MSSB8MY8Z,66155385,2026,E-Katalog 6.0,APBN,UNTUK NEGERI PRODUCTION,E-Purchasing,Jasa Lainnya,Pelatihan Bimtek Penjamah Makanan Bergizi Provinsi Jawa Barat,PAYMENT OUTSIDE SYSTEM,2944048116,2944048116
