nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
BADAN RISET DAN INOVASI NASIONAL,POLITEKNIK TEKNOLOGI NUKLIR INDONESIA - 690491,01KRA1VTJWTHBDP2JZZ01YTXAC,67025827,2026,E-Katalog 6.0,APBN,GENCAR MATADA PERSADA,E-Purchasing,Barang,Pengadaan Pelaralatan Laboratorium Termodinamika 2,ON PROCESS,366633000,366633000
BADAN RISET DAN INOVASI NASIONAL,DEPUTI BIDANG INFRASTRUKTUR RISET DAN INOVASI - 690495,01KSSGJC2BQ2QNAS2QG9MBF8V8,67107857,2026,E-Katalog 6.0,APBN,STARTUP ANDALAN GARUDA TEKNOLOGI,E-Purchasing,Barang,Pengadaan Peralatan Laboratorium Politeknik Nuklir Yogyakarta Paket 1,ON PROCESS,3330000,3330000
BADAN RISET DAN INOVASI NASIONAL,DEPUTI BIDANG PEMANFAATAN RISET DAN INOVASI - 690497,10903601000,66536811,2026,Non Tender,APBN,CV. DIWANI WIRA KARYA,Pengadaan Langsung,Jasa Lainnya,Pengadaan Jasa Penyelenggaraan Kegiatan Sosialisasi Nilai- Nilai Kebangsaan Melalui Dialektika Pemikiran Bung Karno dan Muhammadiyah di Kabupaten Lebak,SELESAI,147301440,147301440
BADAN RISET DAN INOVASI NASIONAL,SEKRETARIAT UTAMA - 690487,01KHX646ZRS5TBF5RGEYEN40PC,61928080,2026,E-Katalog 6.0,APBN,INDONESIA COMNETS PLUS,E-Purchasing,Jasa Lainnya,"Pengadaan Koneksi Internet, Cloud ",ON PROCESS,71500002,71500002
BADAN RISET DAN INOVASI NASIONAL,DEPUTI BIDANG FASILITASI RISET DAN INOVASI - 690496,10847992000,67003555,2026,Non Tender,APBN,CV DIKSI GRAFIKA MEDIA,Pengadaan Langsung,Jasa Lainnya,Pekerjaan Jasa Produksi Penerbitan Buku Program Akuisisi Pengetahuan Lokal (Digitalisasi),SELESAI,163336500,163336500
BADAN RISET DAN INOVASI NASIONAL,DEPUTI BIDANG INFRASTRUKTUR RISET DAN INOVASI - 690495,01KS28Z7W4JKVV7JWFRZ94ENGT,67181308,2026,E-Katalog 6.0,APBN,DITA UTAMA,E-Purchasing,Jasa Lainnya,Pemeliharaan Mesin Pendingin Udara Pada KST Soekarno Kawasan 1 (Cibinong),ON PROCESS,1069357350,1069357350
BADAN RISET DAN INOVASI NASIONAL,DEPUTI BIDANG PEMANFAATAN RISET DAN INOVASI - 690497,10796879000,65034897,2026,Non Tender,APBN,PT. TAMBATAN HATI,Pengadaan Langsung,Jasa Lainnya,Pengadaan Jasa Penyelenggaraan Kegiatan Sosialisasi Transformasi Produksi dan Peliputan Dakwah Televisi di Era Digital Melalui Pemanfaatan Artificial Intelligence di Kota Administrasi Jakarta Pusat,SELESAI,147985200,147985200
BADAN RISET DAN INOVASI NASIONAL,DEPUTI BIDANG INFRASTRUKTUR RISET DAN INOVASI - 690495,10139940000,67104813,2026,Tender,APBN,PT. NUSANTARA SECOM INFOTECH,Tender,Pengadaan Barang,"Pengadaan Peralatan Laboratorium Riset Bidang Hayati dan Lingkungan, Peralatan pengujian laboratorium Aerodinamika, Aeroelastika dan Aeroakustika",SELESAI,24458850000,0
BADAN RISET DAN INOVASI NASIONAL,DEPUTI BIDANG PEMANFAATAN RISET DAN INOVASI - 690497,10826683000,66577913,2026,Non Tender,APBN,INOVENTURA GLOBAL KREASI,Pengadaan Langsung,Jasa Lainnya,Pengadaan Jasa Penyelenggaraan Kegiatan Bimbingan Teknis Pembuatan Sabun di Kabupaten Kaur,SELESAI,147772080,147772080
BADAN RISET DAN INOVASI NASIONAL,DEPUTI BIDANG PEMANFAATAN RISET DAN INOVASI - 690497,10786585000,65034897,2026,Non Tender,APBN,PT. GEO PLANO KONSULTAN,Pengadaan Langsung,Jasa Lainnya,Pengadaan Jasa Penyelenggaraan Kegiatan Bimbingan Teknis Pemanfaatan Artificial Intelligence untuk Pembelajaran di Kota Mataram,SELESAI,148686720,148686720
BADAN RISET DAN INOVASI NASIONAL,SEKRETARIAT UTAMA - 690487,01KSF6M6NPRA78G80G345XPAJA,67176464,2026,E-Katalog 6.0,APBN,KARYA PUTRA GROUP,E-Purchasing,Barang,Pengadaan E-Purchasing Perangkat Navigator Drone Pemetaan Arkeologi,ON PROCESS,29859000,29859000
BADAN RISET DAN INOVASI NASIONAL,DEPUTI BIDANG PEMANFAATAN RISET DAN INOVASI - 690497,10829211000,66577913,2026,Non Tender,APBN,PT. BUMI PURNAMA SEJAHTERA,Pengadaan Langsung,Jasa Lainnya,Pengadaan Jasa Penyelenggaraan Kegiatan Bimbingan Teknis Analisa Gizi Makanan Kemasan di Kota Bandar Lampung,SELESAI,148421430,148421430
BADAN RISET DAN INOVASI NASIONAL,DEPUTI BIDANG PEMANFAATAN RISET DAN INOVASI - 690497,10778366000,65034897,2026,Non Tender,APBN,PT Mahali Jaya Perkasa,Pengadaan Langsung,Jasa Lainnya,Pengadaan Jasa Penyelenggaraan Kegiatan Sosialisasi Pengelolaan Sampah Berbasis Ekonomi Sirkular Bagi Masyarakat Di Kota Bandung,SELESAI,147985200,147985200
BADAN RISET DAN INOVASI NASIONAL,DEPUTI BIDANG PEMANFAATAN RISET DAN INOVASI - 690497,10837195000,66577913,2026,Non Tender,APBN,PT. KANADA CAHAYA ABADI,Pengadaan Langsung,Jasa Lainnya,Pengadaan Jasa Penyelenggaraan Kegiatan Sosialisasi Manajemen Ketahanan Pangan Berbasis Masyarakat di Kota Administrasi Jakarta Selatan,SELESAI,147678840,147678840
BADAN RISET DAN INOVASI NASIONAL,DEPUTI BIDANG PEMANFAATAN RISET DAN INOVASI - 690497,10816127000,66587690,2026,Non Tender,APBN,PT. Multi Beneficial Centralindo,Pengadaan Langsung,Jasa Lainnya,Pengadaan Jasa Penyelenggaraan Kegiatan Bimbingan Teknis Digital Marketing untuk IKM di Kabupaten Lebak,SELESAI,148630110,148630110
BADAN RISET DAN INOVASI NASIONAL,DEPUTI BIDANG INFRASTRUKTUR RISET DAN INOVASI - 690495,01KT3GV9RFMYPGXHDYX8RHW5G7,66792484,2026,E-Katalog 6.0,APBN,INFINITI BIOANALITIKA SOLUSINDO,E-Purchasing,Barang,Pengadaan Alat Alat Kesehatan Mikologi,ON PROCESS,625090950,0
