nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM (984423),BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM 984423 - 984423,01KPMGX63ECY4W9A9DZ8QTHA4C,66701174,2026,E-Katalog 6.0,APBN,DE GANET,E-Purchasing,Barang,Belanja Keperluan Sehari-hari Perkantoran,PAYMENT OUTSIDE SYSTEM,4736370,4736370
BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM (984423),BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM 984423 - 984423,10878478000,67088032,2026,Non Tender,APBN,KARYA SINAR ABADI,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Papan Reklame,SELESAI,399729152,399729152
BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM (984423),BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM 984423 - 984423,10113153000,62642713,2026,Tender,APBN,PT. BIANGLALA KARYA UTAMA,Tender,Pekerjaan Konstruksi,"Peningkatan Jalan Sp. Lagoi Kelurahan Kota baru Kec. Teluk Sebong Kab Bintan (2,75 Km)",SELESAI,15894188285,15894188285
BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM (984423),BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM 984423 - 984423,01KEQZ5SFXPTW41NNEB5HJY72F,62622709,2026,E-Katalog 6.0,APBN,CITRA AKASIA,E-Purchasing,Jasa Lainnya,Belanja Jasa Sewa Kendaraan Roda 4 (operasional kantor/lapangan (pickup),ON PROCESS,86340000,86340000
BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM (984423),BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM 984423 - 984423,10118503000,62705806,2026,Tender,APBN,CV. PEMBANGUNAN CIPTA KARIMUN,Tender,Pekerjaan Konstruksi,Belanja Modal Pembangunan Jalan Mutiara - Parit Lapis Kab. Karimun (TAHAP 2),SELESAI,12676178098,12676178098
BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM (984423),BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM 984423 - 984423,10114169000,62658896,2026,Tender,APBN,CV. PRIBUMI JAYA MANDIRI,Tender,Pekerjaan Konstruksi,Pembangunan Jalan Sp. Kp Bebek - Jalan Sengarang besar - Jalan Datuk Pakau (Akses Rencana Pelabuhan Tg. Geliga) Tahap IV,SELESAI,13559934000,13559934000
BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM (984423),BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM 984423 - 984423,10755680000,62614158,2026,Non Tender,APBN,CV. KAWAL BERSAMA KONSTRUKSI,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,Belanja Jasa Konsultansi Review Design Perencanaan Jalan Mutiara - Parit Lapis dan Jalan Sp. Teluk Paku - Pasir,SELESAI,99640704,99640704
BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM (984423),BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM 984423 - 984423,01KQBGZBMTAJEPTY168HS5H6JS,64506549,2026,E-Katalog 6.0,APBN,BINTANG PROFESIONAL INDONESIA,E-Purchasing,Jasa Lainnya,Belanja Promosi melalui Digital Visual Advertising (Videotron),ON PROCESS,197580000,197580000
BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM (984423),BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM 984423 - 984423,10141122000,66872379,2026,Tender,APBN,CV. CAHAYA HAVIZA,Tender,Pekerjaan Konstruksi,Belanja Modal Pembangunan Ruas Jalan Logistic,SELESAI,3953202686,3953202686
BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM (984423),BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS BATAM 984423 - 984423,01KKWWVKWF3XDYYW8P1PWSDDDT,65203683,2026,E-Katalog 6.0,APBN,INDO PRATAMA AGUNG,E-Purchasing,Barang,Belanja Modal Peralatan dan Perlengakapan Kantor,ON PROCESS,198850000,198850000
