nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
KAB. BULUKUMBA,DINAS KESEHATAN KAB. BULUKUMBA - 1.02.0.00.0.00.01.0000,01KNNJCKGXCH66ZHAF6WH09B5Y,63007337,2026,E-Katalog 6.0,APBD,GANES HA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,PAYMENT OUTSIDE SYSTEM,1304800,1304800
KAB. BULUKUMBA,SEKRETARIAT DAERAH KAB. BULUKUMBA - 4.01.0.00.0.00.01.0000,01KQC0PWWZ0VT8F4R6CH2CBV79,66907494,2026,E-Katalog 6.0,APBD,FADHIL NAUFAL HAMKA,E-Purchasing,Barang,Belanja Jasa Tenaga Sopir,ON PROCESS,11250000,11250000
KAB. BULUKUMBA,DINAS LINGKUNGAN HIDUP DAN KEHUTANAN KAB. BULUKUMBA - 2.11.3.28.0.00.01.0000,01KN0WXQH6DV9QDY1TD30G35NN,63106597,2026,E-Katalog 6.0,APBD,AMBO SAID,E-Purchasing,Barang,Belanja Makanan dan Minuman Jamuan Tamu,ON PROCESS,1211190,1211190
KAB. BULUKUMBA,DINAS PEMBERDAYAAN MASYARAKAT DAN DESA KAB. BULUKUMBA - 2.13.0.00.0.00.01.0000,01KV9Z2FQFMR5SXAP8ECZG2CXR,62963351,2026,E-Katalog 6.0,APBD,GRAND 99,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,ON PROCESS,14940000,14940000
KAB. BULUKUMBA,DINAS KESEHATAN KAB. BULUKUMBA - 1.02.0.00.0.00.01.0000,01KTNJ398KVN7CNR91EF2JXHEZ,62953828,2026,E-Katalog 6.0,APBD,GANES HA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,ON PROCESS,3000000,3000000
KAB. BULUKUMBA,DINAS KESEHATAN KAB. BULUKUMBA - 1.02.0.00.0.00.01.0000,01KWH5RP2QDQR9BJPCGMEEEAPF,63260038,2026,E-Katalog 6.0,APBD,TOKO HIDAYAH BULUKUMBA,E-Purchasing,Barang,Belanja Makanan dan Minuman Jamuan Tamu,ON PROCESS,2060993,2060993
KAB. BULUKUMBA,"SATUAN POLISI PAMONG PRAJA, PEMADAM KEBAKARAN DAN PENYELAMATAN KAB. BULUKUMBA - 1.05.0.00.0.00.02.0000",01KT3BYV0SSEBBF0Q8NBHTY1SJ,62974493,2026,E-Katalog 6.0,APBD,GANES HA,E-Purchasing,Barang,Penyediaan Bahan Logistik Kantor,ON PROCESS,4791099,4791099
KAB. BULUKUMBA,DINAS KESEHATAN KAB. BULUKUMBA - 1.02.0.00.0.00.01.0000,01KS2RKA6JKH287BD6YXGQZHRQ,66004287,2026,E-Katalog 6.0,APBD,ARA MEDICA UTAMA,E-Purchasing,Barang,Belanja Obat-Obatan lainnya RSUD H. ANDI MAKKARODDA,ON PROCESS,350000,350000
KAB. BULUKUMBA,SEKRETARIAT DAERAH KAB. BULUKUMBA - 4.01.0.00.0.00.01.0000,01KPWKEAEHCQGGBF2KBPGTNV8P,66906981,2026,E-Katalog 6.0,APBD,IKA MAWARNI,E-Purchasing,Barang,Jasa Pramubaktii Rujab,ON PROCESS,13500000,13500000
KAB. BULUKUMBA,SEKRETARIAT DAERAH KAB. BULUKUMBA - 4.01.0.00.0.00.01.0000,01KNNPK6QYCHCX19ETWTX7KXSC,63039379,2026,E-Katalog 6.0,APBD,AR-RAZAK,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,PAYMENT OUTSIDE SYSTEM,300000,300000
