nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
KEMENTERIAN LUAR NEGERI,KANTOR PUSAT SEKRETARIAT JENDERAL KEMENTERIAN LUAR NEGERI - 403247,01KPZ2MKJQNC8MRQXJYP7XJ6P0,64438394,2026,E-Katalog 6.0,APBN,NUSANTARA CARD SEMESTA,E-Purchasing,Jasa Lainnya,Pengiriman Kantong Diplomatik ke Perwakilan RI di Luar Negeri T.A. 2026,PAYMENT OUTSIDE SYSTEM,36120415,36120415
KEMENTERIAN LUAR NEGERI,DITJEN AMERIKA DAN EROPA - 637372,01KG49GNAE7JXEBVJHX86VDAXQ,64172729,2026,E-Katalog 6.0,APBN,KHARISMA PROMOTION,E-Purchasing,Jasa Lainnya,Belanja Sewa,COMPLETED,274725000,274725000
KEMENTERIAN LUAR NEGERI,KEDUTAAN BESAR RI DI HANOI - 403505,10851710000,65514369,2026,Pencatatan,APBN,The Hanoi Club,Pengadaan Langsung,Jasa Lainnya,Survei Layanan Pelindungan WNI,PAKET SEDANG BERJALAN,12729549,12729549
KEMENTERIAN LUAR NEGERI,KEDUTAAN BESAR RI DI HANOI - 403505,10851713000,65514013,2026,Pencatatan,APBN,"Pan Services, Pan Services, Pan Services",Pengadaan Langsung,Jasa Lainnya,Tenaga Kebersihan Kantor,PAKET SEDANG BERJALAN,137158138,137158138
KEMENTERIAN LUAR NEGERI,KEDUTAAN BESAR RI DI HANOI - 403505,10851708000,65514518,2026,Pencatatan,APBN,Phuc Loi,Pengadaan Langsung,Pengadaan Barang,"Kekonsuleran - Tinta printer paspor, stempel",PAKET SEDANG BERJALAN,163872,0
KEMENTERIAN LUAR NEGERI,DITJEN ASIA PASIFIK DAN AFRIKA - 637368,01KVSPGYT5YHMZQ680FCB6WJHJ,67423648,2026,E-Katalog 6.0,APBN,AYOOKLIK AIRMAS PERKASA,E-Purchasing,Barang,Sewa PC dan Laptop,ON PROCESS,76869998,0
KEMENTERIAN LUAR NEGERI,KEDUTAAN BESAR RI DI HANOI - 403505,10851721000,65479147,2026,Pencatatan,APBN,FPT Shop,Pengadaan Langsung,Pengadaan Barang,Perangkat Pengolah Data dan Komunikasi Perwakilan,PAKET SEDANG BERJALAN,42899526,0
KEMENTERIAN LUAR NEGERI,DITJEN ASIA PASIFIK DAN AFRIKA - 637368,01KN0TENXZKDE8AAEVRP2H2H9C,65998878,2026,E-Katalog 6.0,APBN,AYOOKLIK AIRMAS PERKASA,E-Purchasing,Barang,Sewa PC dan Laptop,COMPLETED,76869998,0
KEMENTERIAN LUAR NEGERI,DITJEN ASIA PASIFIK DAN AFRIKA - 637368,01KVST4F150HV8P33F7NPZC9SZ,67423648,2026,E-Katalog 6.0,APBN,AYOOKLIK AIRMAS PERKASA,E-Purchasing,Barang,Sewa PC dan Laptop,ON PROCESS,47499953,0
KEMENTERIAN LUAR NEGERI,DIREKTORAT JENDERAL INFORMASI DAN DIPLOMASI PUBLIK - 667812,01KJ9M07WE7M9BPC5JHH9MQ0TV,64226007,2026,E-Katalog 6.0,APBN,BERKAH ABADI,E-Purchasing,Barang,"Infocus, microwave, vidcon dan printer",COMPLETED,10120980,10120980
KEMENTERIAN LUAR NEGERI,PUSAT DATA DAN TEKNOLOGI INFORMASI - 651884,10958220000,64983011,2026,Pencatatan,APBN,Klase Auto Graha,Pengadaan Langsung,Jasa Lainnya,Pengadaan Jasa Sewa Kendaraan Dinas Operasional Pimpinan,PAKET SELESAI,159000000,159000000
