nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
KEMENTERIAN KOORDINATOR BIDANG PEREKONOMIAN,MENKO BIDANG PEREKONOMIAN - 427752,10883373000,62287562,2026,Pencatatan,APBN,,Penunjukan Langsung,Pengadaan Barang,Sewa Gedung,PAKET SEDANG BERJALAN,2780067069,0
KEMENTERIAN KOORDINATOR BIDANG PEREKONOMIAN,MENKO BIDANG PEREKONOMIAN - 427752,10888269000,66962333,2026,Pencatatan,APBN,Faradiba ,Penunjukan Langsung,Jasa Lainnya,Belanja Jasa Lainnya,PAKET SEDANG BERJALAN,69600000,69600000
KEMENTERIAN KOORDINATOR BIDANG PEREKONOMIAN,MENKO BIDANG PEREKONOMIAN - 427752,01KW8M7PGS9EHSXWPWX890NMR7,64928661,2026,E-Katalog 6.0,APBN,RAJA INSTALASI ITGROUP,E-Purchasing,Jasa Lainnya,Belanja Modal Peralatan dan Mesin,ON PROCESS,77976390,77976390
KEMENTERIAN KOORDINATOR BIDANG PEREKONOMIAN,MENKO BIDANG PEREKONOMIAN - 427752,10961386000,66157886,2026,Pencatatan,APBN,VISIDATA ANUGERAH MITRA,Penunjukan Langsung,Jasa Lainnya,Pengadaan Lisensi Portal Informasi Aksesi Organistation For economic Co-Operation And Development(INA-OECD),PAKET SELESAI,366457154,366457154
KEMENTERIAN KOORDINATOR BIDANG PEREKONOMIAN,MENKO BIDANG PEREKONOMIAN - 427752,01KKY57H0E1JXFYSZKB0WM7FWE,66550433,2026,E-Katalog 6.0,APBN,PITULUNGAN BERKAH SEJAHTERA,E-Purchasing,Barang,Belanja Barang Persediaan Barang Konsumsi,ON PROCESS,12043056,12043056
KEMENTERIAN KOORDINATOR BIDANG PEREKONOMIAN,SEKRETARIAT DEWAN NASIONAL KAWASAN EKONOMI KHUSUS - 427755,10920811000,66230972,2026,Pencatatan,APBN,"Ahmad Syafiq, Azhari S, Himawan, Munawir G, Sapari",Pengadaan Langsung,Jasa Lainnya,Pengemudi dan Satpam Administrator Operasional dan Pemeliharaan Kantor Layanan Perkantoran,PAKET SEDANG BERJALAN,17401000,17401000
KEMENTERIAN KOORDINATOR BIDANG PEREKONOMIAN,MENKO BIDANG PEREKONOMIAN - 427752,10887461000,67308325;66117220,2026,Pencatatan,APBN,"Ayam Goreng Karawaci, Ayam Goreng Karawaci, Imoet's, Imoet's, Koperasi Perbendaharaan, Koperasi Perbendaharaan, Rekso 168, Rekso 168, Rekso 168, Rekso 168",Pengadaan Langsung,Pengadaan Barang,2487 EBA 002 - 051 - Belanja Bahan,PAKET SEDANG BERJALAN,17462500,0
KEMENTERIAN KOORDINATOR BIDANG PEREKONOMIAN,MENKO BIDANG PEREKONOMIAN - 427752,10946870000,66117439,2026,Pencatatan,APBN,"Toni Sunaryo, Toni Sunaryo, Toni Sunaryo, Toni Sunaryo, Toni Sunaryo, Toni Sunaryo",Pengadaan Langsung,Jasa Lainnya,Belanja Keperluan Perkantoran,PAKET SEDANG BERJALAN,36600000,36600000
KEMENTERIAN KOORDINATOR BIDANG PEREKONOMIAN,MENKO BIDANG PEREKONOMIAN - 427752,01KDPQEXP6HYBB84ZQYCWK2NJN,62362140,2026,E-Katalog 6.0,APBN,TAKARI SUMBER MULIA,E-Purchasing,Barang,Belanja Sewa,COMPLETED,79800000,79800000
KEMENTERIAN KOORDINATOR BIDANG PEREKONOMIAN,MENKO BIDANG PEREKONOMIAN - 427752,10947347000,65304996,2026,Pencatatan,APBN,Rina Taufika Pratidina,Pengadaan Langsung,Jasa Lainnya,CL.7701.PBA.003.052.0A.522191 Belanja Jasa Lainnya,PAKET SEDANG BERJALAN,34965000,34965000
