nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KDSZ54YDQK5KN5200Z90ZRDD,62610190,2026,E-Katalog 6.0,APBN,PERMATA GRAHA NUSANTARA,E-Purchasing,Jasa Lainnya,Layanan Dukungan Pimpinan - JL,ON PROCESS,109549621,109549621
KEMENTERIAN BADAN USAHA MILIK NEGARA,KEMENTERIAN BADAN USAHA MILIK NEGARA - 606538,10822968000,66822934,2026,Non Tender,APBN,Adrishta,Pengadaan Langsung,Pengadaan Barang,Pengadaan Annual Shutdown Chiller Nomor 4,SELESAI,182770380,0
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KJF5M2X5ZC7BWHWH1V2X97J9,65472760,2026,E-Katalog 6.0,APBN,ADI SARANA ARMADA,E-Purchasing,Jasa Lainnya,Pengadaan Sewa Kendaraan Jabatan VVIP dan Eselon I/Setara Badan Pengaturan BUMN Tahun 2026,ON PROCESS,957999986,957999986
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KVZ6PRT262G8GBC4WFM03JTG,67367972,2026,E-Katalog 6.0,APBN,SINERGI TRANSFORMASI DIGITAL,E-Purchasing,Jasa Lainnya,Langganan Software Office,ON PROCESS,4370625000,0
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KERMP224CCN9SD0TZ0DNMF8J,63087812,2026,E-Katalog 6.0,APBN,PERMATA GRAHA NUSANTARA,E-Purchasing,Jasa Lainnya,Pengadaan Jasa Layanan Dukungan Pimpinan Asisten Deputi Bidang Industri Perkebunan dan Kehutanan - IPK,ON PROCESS,109549621,109549621
KEMENTERIAN BADAN USAHA MILIK NEGARA,KEMENTERIAN BADAN USAHA MILIK NEGARA - 606538,10802136000,66355497,2026,Non Tender,APBN,PT. SUPERINTENDING COMPANY OF INDONESIA,Pengadaan Langsung,Jasa Lainnya,Pengadaan Jasa Riksa 6 (Enam) Unit Lift Penumpang Gedung BP BUMN,SELESAI,99900000,99900000
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KCR8B6P0RVH3BGHP5XRRJH15,62168985,2026,E-Katalog 6.0,APBN,HYUNDAI SOLUSI MOBILITAS,E-Purchasing,Jasa Lainnya,Pengadaan Sewa Kendaraan Jabatan Eselon II/ Setara Badan Pengaturan BUMN Tahun 2026,ON PROCESS,3744000000,3744000000
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KRG84T8MK80ZD1P1V5AMFK8Q,67111194,2026,E-Katalog 6.0,APBN,SINERGI INFORMATIKA SEMEN INDONESIA,E-Purchasing,Jasa Lainnya,Perpanjangan Lisensi Privilege Access Management,ON PROCESS,1869795000,0
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KDSNXEXS1DNF9WV0J822QD4Y,62665070,2026,E-Katalog 6.0,APBN,BRI MULTIFINANCE INDONESIA,E-Purchasing,Jasa Lainnya,Pengadaan Sewa Kendaraan Operasional ,ON PROCESS,1062000030,1062000030
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KFWM05ZRAJ75S25D3X9J91DP,62649034,2026,E-Katalog 6.0,APBN,BRI MULTIFINANCE INDONESIA,E-Purchasing,Jasa Lainnya,Pengadaan Sewa Kendaraan Jabatan VVIP dan Eselon I/Setara Badan Pengaturan BUMN Tahun 2026,ON PROCESS,1074480000,1074480000
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KDT9ARF1GSZ983P5NKAAJ6M4,62621445,2026,E-Katalog 6.0,APBN,PERMATA GRAHA NUSANTARA,E-Purchasing,Jasa Lainnya,Pengadaan Sekretaris Pimpinan,ON PROCESS,328648902,328648902
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KDT5903MZE7F33GY98YP6N4K,62618551,2026,E-Katalog 6.0,APBN,PERMATA GRAHA NUSANTARA,E-Purchasing,Jasa Lainnya,Jasa Layanan Dukungan Pimpinan Asisten Deputi Bidang Manajemen Risiko dan Kepatuhan,ON PROCESS,109549621,109549621
KEMENTERIAN BADAN USAHA MILIK NEGARA,KEMENTERIAN BADAN USAHA MILIK NEGARA - 606538,10751849000,62540296,2026,Non Tender,APBN,Net Sistem Infotama,Pengadaan Langsung,Pengadaan Barang,Langganan Aplikasi Video Conference Untuk Menteri dan Wamen - IT,SELESAI,112619852,0
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KVW7RBWQXVN6XH6FDSDHJBMB,67318610,2026,E-Katalog 6.0,APBN,RIFQY GAYO PERKASA,E-Purchasing,Jasa Lainnya,Pengadaan Jasa Tenaga Administrasi dan Pendukung Kantor Tahap 3,ON PROCESS,442725300,442725300
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KDVC9H69RSMG04ACJ981YP8W,62649189,2026,E-Katalog 6.0,APBN,INDONESIA COMNETS PLUS,E-Purchasing,Jasa Lainnya,Pengadaan Sewa Manage Service Perangkat CCTV dan VMS,ON PROCESS,1860308140,1860308140
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KDT0ZT8S39YVCGAV72DSE4HX,62609833,2026,E-Katalog 6.0,APBN,PERMATA GRAHA NUSANTARA,E-Purchasing,Jasa Lainnya,Layanan Dukungan Pimpinan - JK,ON PROCESS,109549621,109549621
KEMENTERIAN BADAN USAHA MILIK NEGARA,KEMENTERIAN BADAN USAHA MILIK NEGARA - 606538,10101584000,61891196,2026,Tender,APBN,PT. KIMIA FARMA DIAGNOSTIKA,Tender,Jasa Lainnya,Penyedia Jasa Tenaga Kesehatan Untuk Pengelolaan Klinik Pratama Tahun 2026,SELESAI,728062500,728062500
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KQET26XP04JA6CFKEVHX20S2,67051833,2026,E-Katalog 6.0,APBN,TURBO MITRA PERKASA,E-Purchasing,Barang,Pengadaan Alat Dokumentasi Kehumasan Tahun 2026,ON PROCESS,81684900,0
KEMENTERIAN BADAN USAHA MILIK NEGARA,KEMENTERIAN BADAN USAHA MILIK NEGARA - 606538,10099775000,61792938,2026,Tender,APBN,PT Permata Graha Nusantara,Tender,Jasa Lainnya,Jasa Penyimpanan Arsip (Kontrak Payung 2026 - 2028),SELESAI,1412147306,1412147306
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KN3VRXFSYM4V7GZP34BG9EK0,66774485,2026,E-Katalog 6.0,APBN,DWI MITRA SOLUSINDO,E-Purchasing,Barang,Pengadaan Alat Tulis Kantor Tahap I,ON PROCESS,138294900,138294900
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KQV5JBK9FPNG4FBYSZ0PRKD5,67072678,2026,E-Katalog 6.0,APBN,AYOOKLIK AIRMAS PERKASA,E-Purchasing,Barang,Pengadaan Perpanjangan Garansi Laptop Tahun 2026,COMPLETED,171328500,0
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KN6P16VTKG4WVBP64S0B7JNS,66264548,2026,E-Katalog 6.0,APBN,DATA CENTER INTEGRASI,E-Purchasing,Jasa Lainnya,Pemeliharaan Rutin Perangkat Data Center,ON PROCESS,348850800,348850800
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KDPS9W32VJEGHS6ZKNWMAAF3,62575344,2026,E-Katalog 6.0,APBN,PERUSAHAAN PERSEROAN (PERSERO) PT. TELEKOMUNIKASI INDONESIA,E-Purchasing,Barang,Langganan Layanan Internet dan Colocation - TI,ON PROCESS,1774623600,1774623600
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KC0RZDPZ4P3BAGY9ZHHZT95Q,61648659,2026,E-Katalog 6.0,APBN,MULTIPOLAR TECHNOLOGY,E-Purchasing,Barang,Langganan Aplikasi Dokumen Manajemen - IT,ON PROCESS,1398000001,1398000001
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KDT4ZESHPTFV5MZGJ5JS06FE,62618620,2026,E-Katalog 6.0,APBN,PERMATA GRAHA NUSANTARA,E-Purchasing,Jasa Lainnya,Jasa Layanan Dukungan Pimpinan Asisten Deputi Bidang Peraturan Perundang-Undangan,ON PROCESS,109549621,109549621
KEMENTERIAN BADAN USAHA MILIK NEGARA,KEMENTERIAN BADAN USAHA MILIK NEGARA - 606538,10101077000,61857153,2026,Tender,APBN,PT Permata Graha Nusantara,Tender,Jasa Lainnya,Pengadaan Jasa Pengelolaan Gedung (Building Management) TA 2026,SELESAI,29864811155,29864811155
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KDVDZBZXJ2NA1N8RA92HSK2Z,62639819,2026,E-Katalog 6.0,APBN,PERMATA GRAHA NUSANTARA,E-Purchasing,Jasa Lainnya,Pengadaan Tenaga Alih Daya Dukungan Pimpinan,ON PROCESS,427101005,427101005
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KDQ5FVJRDWF2RHBY3FQ6EZQ4,62531671,2026,E-Katalog 6.0,APBN,SINERGI INFORMATIKA SEMEN INDONESIA,E-Purchasing,Jasa Lainnya,Managed Operation Development (TI),ON PROCESS,2331111000,2331111000
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KDSXYBT2MQJPSD7Z655VX0A2,62659572,2026,E-Katalog 6.0,APBN,JASAMARGA TOLLROAD OPERATOR,E-Purchasing,Jasa Lainnya,Pengadaan Manage Service Perangkat Sistem Pengelolaan Parkir Berbasis Nirsentuh dan Non Tunai untuk Area Parkir Gedung BP BUMN,ON PROCESS,139860000,139860000
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KDT23YCAQC796VRH93Z8VYCM,62621663,2026,E-Katalog 6.0,APBN,PERMATA GRAHA NUSANTARA,E-Purchasing,Jasa Lainnya,Tenaga Sekretaris Pimpinan,ON PROCESS,109549621,109549621
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KDTA844J8DYR4RBPXTFRE9K1,62621132,2026,E-Katalog 6.0,APBN,PERMATA GRAHA NUSANTARA,E-Purchasing,Jasa Lainnya,Pengadaan Tenaga Dokumentasi,ON PROCESS,477781340,477781340
KEMENTERIAN BADAN USAHA MILIK NEGARA,KEMENTERIAN BADAN USAHA MILIK NEGARA - 606538,10760026000,64279015,2026,Non Tender,APBN,PT Ashanty Perdana Pratiwi,Pengadaan Langsung,Jasa Lainnya,Pengadaan Event Organizer - TJSL,SELESAI,154800000,154800000
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KCGRYFGBDY16255NTVRVVPB5,62092592,2026,E-Katalog 6.0,APBN,DELTA SINKRON LESTARI,E-Purchasing,Jasa Lainnya,Pengadaan Jasa Sewa Mesin Fotocopy,ON PROCESS,790560009,0
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KDT3VAQX887K2T6PMPPXGQVA,62621692,2026,E-Katalog 6.0,APBN,PERMATA GRAHA NUSANTARA,E-Purchasing,Jasa Lainnya,Tenaga Sekretaris Asisten Deputi,ON PROCESS,109549621,109549621
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KFWEGRY1PCS0RYT44T9742CS,64180058,2026,E-Katalog 6.0,APBN,NOERCHADIAH ALZAHIR,E-Purchasing,Jasa Lainnya,Pengadaan Penyedia Jasa Tenaga Personel Untuk Pengelolaan Daycare Tahun 2026,ON PROCESS,729432000,729432000
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KTX0SFBM52VJE266MS02D7WW,67292616,2026,E-Katalog 6.0,APBN,ACCESS LINTAS SOLUSI,E-Purchasing,Barang,Pembelian Perangkat Kerja Pimpinan,ON PROCESS,806000002,806000002
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KK62FAR8K2Z80RME7H01RVV1,65472791,2026,E-Katalog 6.0,APBN,HYUNDAI SOLUSI MOBILITAS,E-Purchasing,Jasa Lainnya,Pengadaan Sewa Kendaraan Jabatan Eselon II/ Setara Badan Pengaturan BUMN Tahun 2026,ON PROCESS,195000000,195000000
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KMQKPVX7B6XMT8K71M5GNV63,66336913,2026,E-Katalog 6.0,APBN,PERMATA GRAHA NUSANTARA,E-Purchasing,Jasa Lainnya,Gaji Tenaga Sekretaris - Emigas ,ON PROCESS,76767036,76767036
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KSHBEMYB7A94YNVQSY5FYVWM,67209291,2026,E-Katalog 6.0,APBN,SINERGI INFORMATIKA SEMEN INDONESIA,E-Purchasing,Jasa Lainnya,Perpanjangan Subscription Firewall dan SASE,ON PROCESS,5272500000,0
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KDT94DN3P7BKECXWXSZEA0HT,62621446,2026,E-Katalog 6.0,APBN,PERMATA GRAHA NUSANTARA,E-Purchasing,Jasa Lainnya,Pengadaan Tenaga Aide-De-Camp (ADC) Pimpinan,ON PROCESS,41312264,41312264
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KDT1EHH3SB5SY3X7Q0N1DKJ4,62610232,2026,E-Katalog 6.0,APBN,PERMATA GRAHA NUSANTARA,E-Purchasing,Jasa Lainnya,Layanan Dukungan Pimpinan - JADP,ON PROCESS,109549621,109549621
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KS6RKJ79T2ZCPV9R3BSF805C,67187090,2026,E-Katalog 6.0,APBN,MEGATECH JAYA NUSANTARA,E-Purchasing,Barang,Pengadaan Computer Supplies Tahap 1,PAYMENT OUTSIDE SYSTEM,228200010,0
KEMENTERIAN BADAN USAHA MILIK NEGARA,BADAN PENGATURAN BADAN USAHA MILIK NEGARA - 606538,01KK0ZVTGQYQ4GFJN3SS0X2VS6,66247255,2026,E-Katalog 6.0,APBN,CITRA MULTI SERVICES,E-Purchasing,Barang,IT - Langganan Antivirus XDR dan CREM,COMPLETED,1702000296,0
KEMENTERIAN BADAN USAHA MILIK NEGARA,KEMENTERIAN BADAN USAHA MILIK NEGARA - 606538,10873785000,67167527,2026,Non Tender,APBN,PT. Infosys Solusi Terpadu,Pengadaan Langsung,Jasa Lainnya,Langganan Cloud Service (Google map dan storage),SELESAI,149739000,149739000
