nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
KEMENTERIAN PEMUDA DAN OLAH RAGA,KESEKRETARIATAN KEMENPORA - 418135,01KQF25C6VAMYZ4N2WGX4QRBP6,66990269,2026,E-Katalog 6.0,APBN,MANDIRI PRATAMA SERVISINDO,E-Purchasing,Jasa Lainnya,Pengadaan Tenaga Outsourcing Pengemudi bulan Mei sampai Desember 2026,ON PROCESS,2347605600,2347605600
KEMENTERIAN PEMUDA DAN OLAH RAGA,KESEKRETARIATAN KEMENPORA - 418135,01KDSNCVZ3BEPHYGGGPFTH0GPN,62599890,2026,E-Katalog 6.0,APBN,TERRA PERKASA MANDIRI,E-Purchasing,Jasa Lainnya,Pengadaan Tenaga Outsourcing Keamanan (Januari sd maret 2026 dan THR 2026),ON PROCESS,2017092000,2017092000
KEMENTERIAN PEMUDA DAN OLAH RAGA,BIDANG PENINGKATAN PRESTASI OLAHRAGA KEMENPORA - 418140,01KTNMDW6QWPM1H8FR6A1VTFET,67077613,2026,E-Katalog 6.0,APBN,AREZ KARYA ADITAMA,E-Purchasing,Barang,Pengadaan VOLX IFSC Speed Climbing Official dalam rangka Fasilitasi Pembinaan Olahragawan Nasional Peningkatan Prestasi Olahraga Nasional Cabang Olahraga Panjat Tebing pada Kementerian Pemuda dan Olahraga Tahun 2026		,COMPLETED,580308000,0
KEMENTERIAN PEMUDA DAN OLAH RAGA,KESEKRETARIATAN KEMENPORA - 418135,01KQF9D59SQ924M17E4C7WSG8T,66990364,2026,E-Katalog 6.0,APBN,SANDI JASA ESTIKA,E-Purchasing,Jasa Lainnya,Pengadaan Tenaga Outsourcing Pramubakti Bulan Mei sampai Desember 2026,ON PROCESS,2577600000,2577600000
KEMENTERIAN PEMUDA DAN OLAH RAGA,KESEKRETARIATAN KEMENPORA - 418135,01KN41KE05DX44KKCVVSCN4T42,66736543,2026,E-Katalog 6.0,APBN,MANDIRI PRATAMA SERVISINDO,E-Purchasing,Jasa Lainnya,Pengadaan Tenaga Outsourcing Pengemudi ( April 2026 ),PAYMENT OUTSIDE SYSTEM,293450700,293450700
KEMENTERIAN PEMUDA DAN OLAH RAGA,KESEKRETARIATAN KEMENPORA - 418135,01KQF1YSK5K5PV24KZH5ZQM8KN,67053752,2026,E-Katalog 6.0,APBN,MELALI MICE,E-Purchasing,Jasa Lainnya,Belanja Jasa Lainnya EO Dalam rangka Pertemuan Tingkat Tinggi Menteri Olahraga Asean,ON PROCESS,976405950,976405950
KEMENTERIAN PEMUDA DAN OLAH RAGA,KESEKRETARIATAN KEMENPORA - 418135,01KDSN61N2H1MXPEB8SBN5NYMM,62596060,2026,E-Katalog 6.0,APBN,MANDIRI PRATAMA SERVISINDO,E-Purchasing,Jasa Lainnya,Pengadaan Tenaga Outsourcing Pengemudi  (Januari sd Maret 2026 dan THR 2026),ON PROCESS,1442245200,1442245200
KEMENTERIAN PEMUDA DAN OLAH RAGA,KESEKRETARIATAN KEMENPORA - 418135,01KDSSQVFC5A9MW404H0M4X1ET,62599267,2026,E-Katalog 6.0,APBN,EMPAT SINERGI UTAMA,E-Purchasing,Jasa Lainnya,Pengadaan Tenaga outsourcing Pramubakti 2026 (Januari sd Maret 2026 dan THR 2026),ON PROCESS,5408395080,5408395080
KEMENTERIAN PEMUDA DAN OLAH RAGA,BIDANG PENINGKATAN PRESTASI OLAHRAGA KEMENPORA - 418140,01KSSPYABEB5AF2G2FVGZ3M4BX,67175451,2026,E-Katalog 6.0,APBN,GOBEL DHARMA SARANA KARYA,E-Purchasing,Jasa Lainnya,"Pekerjaan Penyiapan konsumsi Atlet, Pelatih dan Tenaga Pendukung Pada Pembinaan Olahragawan Muda Usia 12 -15 Tahun pada Tanggal 1 Juni s.d 31 Desember Tahun 2026 ",ON PROCESS,5520344000,5520344000
KEMENTERIAN PEMUDA DAN OLAH RAGA,DINAS PEMUDA DAN OLAH RAGA PROVINSI SUMATERA SELATAN - 110031,01KN8Q1BSCP28NC3HZK54JAKPB,66776653,2026,E-Katalog 6.0,APBN,KIVAN MULTIARTA INDONESIA,E-Purchasing,Barang,Konsumsi,ON PROCESS,198352500,198352500
KEMENTERIAN PEMUDA DAN OLAH RAGA,KESEKRETARIATAN KEMENPORA - 418135,01KSHNCR0J4QTYJ4FES4DK7XRH,67203688,2026,E-Katalog 6.0,APBN,ADI SARANA ARMADA,E-Purchasing,Jasa Lainnya,Pekerjaan Pengadaan Jasa Sewa Kendaraan Dinas Jabatan Pimpinan Tinggi Pratama Kementerian Pemuda dan Olahraga pada Kementerian Pemuda dan Olahraga Tahun 2026,ON PROCESS,2492305200,2492305200
KEMENTERIAN PEMUDA DAN OLAH RAGA,KESEKRETARIATAN KEMENPORA - 418135,01KW9FZBH5M7277N1H52V6SZBB,67279742,2026,E-Katalog 6.0,APBN,MILENIAL INTI TELEKOMUNIKASI,E-Purchasing,Jasa Lainnya,Jasa internet service provider periode bulan juli sampai dengan desember 2026,ON PROCESS,720000013,720000013
KEMENTERIAN PEMUDA DAN OLAH RAGA,BIDANG PENINGKATAN PRESTASI OLAHRAGA KEMENPORA - 418140,01KSSCWQJP91YWPVMZAJYNHVSZ,67175429,2026,E-Katalog 6.0,APBN,GOBEL DHARMA SARANA KARYA,E-Purchasing,Jasa Lainnya,"Pekerjaan Penyiapan konsumsi Atlet, Pelatih dan Tenaga Pendukung Pada Pembinaan Olahragawan Muda Usia 16 -18 Tahun pada Tanggal 1 Juni s.d 31 Desember Tahun 2026",ON PROCESS,5672712000,5672712000
KEMENTERIAN PEMUDA DAN OLAH RAGA,KESEKRETARIATAN KEMENPORA - 418135,01KN26KPW0HE20DKWR9Q46YK5D,66736891,2026,E-Katalog 6.0,APBN,EMPAT SINERGI UTAMA,E-Purchasing,Jasa Lainnya,Pekerjaan Tenaga Outsourcing Pramubakti 2026 ( April 2026 ),PAYMENT OUTSIDE SYSTEM,1313649410,1313649410
