nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
KEMENTERIAN DESA DAN PEMBANGUNAN DAERAH TERTINGGAL,DIREKTORAT JENDERAL PERCEPATAN PEMBANGUNAN DAERAH TERTINGGAL - 694543,10822413000,66841112,2026,Non Tender,APBN,Hery Suhartono,Pengadaan Langsung,Jasa Konsultansi Perorangan Non Konstruksi,Tenaga Ahli Kebijakan Program Sistem Pangan di Desa di Daerah Tertinggal,SELESAI,36000000,36000000
KEMENTERIAN DESA DAN PEMBANGUNAN DAERAH TERTINGGAL,BADAN PENGEMBANGAN SUMBER DAYA MANUSIA DAN PEMBERDAYAAN MASYARAKAT DESA DAN DAERAH TERTINGGAL - 694604,01KQVGGJ7MA9Y4K39SSYJ7WYXG,64784476,2026,E-Katalog 6.0,APBN,DIAZ PUTRA,E-Purchasing,Barang,Keperluan Sehari-hari Perkantoran lebih dari 40 Pegawai (DKI Jakarta) - Operasional kantor BPSDM,COMPLETED,15187563,15187563
KEMENTERIAN DESA DAN PEMBANGUNAN DAERAH TERTINGGAL,DIREKTORAT JENDERAL PEMBANGUNAN DESA DAN PERDESAAN - 694541,10866758000,65213150,2026,Pencatatan,APBN,"CV. Santoso Group, CV. Santoso Group, CV. Santoso Group",Pengadaan Langsung,Pengadaan Barang,Belanja Sewa E-Board Dukungan Pelaksanaan Hari Desa Nasional Tahun 2026 (Liga Desa),PAKET SEDANG BERJALAN,31000000,31000000
KEMENTERIAN DESA DAN PEMBANGUNAN DAERAH TERTINGGAL,DIREKTORAT JENDERAL PENGEMBANGAN EKONOMI DAN INVESTASI DESA DAN DAERAH TERTINGGAL - 694542,01KQ94H54MZY505ERZY58WCHER,66589168,2026,E-Katalog 6.0,APBN,VISI INOVASI INDONESIA,E-Purchasing,Barang,Belanja Sewa Kendaraan Roda 4/Minibus Operasional Kantor dan/atau Lapangan Pembentukan Unit Kebijakan Strategis (3.2.2),COMPLETED,107040000,107040000
KEMENTERIAN DESA DAN PEMBANGUNAN DAERAH TERTINGGAL,"SEKRETARIAT JENDERAL KEMENTERIAN DESA DAN PEMBANGUNAN DAERAH TERTINGGAL,SEKRETARIAT JENDERAL - 694612",01KDKRSCQ5VT56YFSYE5MBZ165,62369463,2026,E-Katalog 6.0,APBN,SERASI AUTORAYA,E-Purchasing,Jasa Lainnya,Sewa Kendaraan Operasional Pejabat Eselon I,PAYMENT OUTSIDE SYSTEM,626040000,626040000
KEMENTERIAN DESA DAN PEMBANGUNAN DAERAH TERTINGGAL,DIREKTORAT JENDERAL PENGEMBANGAN EKONOMI DAN INVESTASI DESA DAN DAERAH TERTINGGAL - 694542,01KWDWM09R8KJKSR7FTYNY4G16,67351323,2026,E-Katalog 6.0,APBN,WIJAYA KARYA REALTY,E-Purchasing,Jasa Lainnya,Paket Meeting  Kegiatan Rapat Pengolahan Data Pemeringkatan dan Finalisasi Hasil Pemeringkatan ,ON PROCESS,53268000,53268000
KEMENTERIAN DESA DAN PEMBANGUNAN DAERAH TERTINGGAL,DIREKTORAT JENDERAL PERCEPATAN PEMBANGUNAN DAERAH TERTINGGAL - 694543,10919650000,64807813,2026,Pencatatan,APBN,,Pengadaan Langsung,Pengadaan Barang,Belanja Bahan (C) Z241,PAKET SEDANG BERJALAN,2610498,0
KEMENTERIAN DESA DAN PEMBANGUNAN DAERAH TERTINGGAL,DIREKTORAT JENDERAL PENGEMBANGAN EKONOMI DAN INVESTASI DESA DAN DAERAH TERTINGGAL - 694542,01KVW42C79JWV1HN6285JRP4G8,65739187,2026,E-Katalog 6.0,APBN,LUTFI ARMADA PRIMA,E-Purchasing,Jasa Lainnya,Sewa Kendaraan Operasional Pejabat Eselon I,ON PROCESS,105949944,105949944
KEMENTERIAN DESA DAN PEMBANGUNAN DAERAH TERTINGGAL,DIREKTORAT JENDERAL PENGEMBANGAN EKONOMI DAN INVESTASI DESA DAN DAERAH TERTINGGAL - 694542,10127740000,65877283,2026,Tender,APBN,Siti Patonah,Seleksi,Jasa Konsultansi Perorangan Non Konstruksi,Tenaga Ahli GESI,SELESAI,192000000,192000000
KEMENTERIAN DESA DAN PEMBANGUNAN DAERAH TERTINGGAL,SEKRETARIAT JENDERAL - 694612,10848658000,66998359;67179424,2026,Non Tender,APBN,CV. RENATA BROTHERS,Pengadaan Langsung,Pekerjaan Konstruksi,Pekerjaan Pengaspalan Jalan,SELESAI,142494468,142494468
