nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
KEMENTERIAN HUKUM,01 BALAI HARTA PENINGGALAN JAKARTA - 692039,10897526000,65964711,2026,Pencatatan,APBN,Lokantra Astha Media,Pengadaan Langsung,Pengadaan Barang,Pengadaan Makan untuk Kegiatan Rapat Penyusunan Laporan Keuangan pada Balai Harta Peninggalan Jakarta Tahun Anggaran 2026,PAKET SEDANG BERJALAN,1140000,1140000
KEMENTERIAN HUKUM,POLITEKNIK PENGAYOMAN INDONESIA - 694867,10924208000,67155149,2026,Pencatatan,APBN,,Pengadaan Langsung,Pengadaan Barang,Pengadaan Bahan Bhakti Pengabdian Masyarakat (Aceh),PAKET SEDANG BERJALAN,56543000,56543000
KEMENTERIAN HUKUM,34 KANWIL SULAWESI BARAT SETJEN - 692037,10880356000,62637878,2026,Pencatatan,APBN,,Pengadaan Langsung,Jasa Lainnya,Pengadaan Belanja Barang  Pemeliharaan Gedung dan Bangunan pada pada Kantor Wilayah Kementerian Hukum Sulawesi Barat Tahun Anggaran 2026,PAKET SEDANG BERJALAN,1450000,1450000
KEMENTERIAN HUKUM,DITJEN KEKAYAAN INTELEKTUAL - 692990,01KGSJGNXR75275HR2MFMQWR73,62786954,2026,E-Katalog 6.0,APBN,HARMA AKSARA KREASINDO,E-Purchasing,Jasa Lainnya,Pengadaan Jasa Penyelenggaraan Kegiatan berupa kegiatan “What’s Up Kemenkum Campus Calls Out” Kementerian Hukum Tahun 2026,COMPLETED,1018647000,1018647000
KEMENTERIAN HUKUM,BALAI HARTA PENINGGALAN SEMARANG - 692040,01KR0138K49PG6WBPA7556E0Y5,66863960,2026,E-Katalog 6.0,APBN,MEDIADATA UTAMA,E-Purchasing,Barang,Pengadaan  Belanja Modal Peralatan dan Mesin berupa AC Standing Balai Harta Peninggalan Semarang Tahun Anggaran 2026,PAYMENT OUTSIDE SYSTEM,59600000,59600000
KEMENTERIAN HUKUM,KANTOR WILAYAH KEMENTERIAN HUKUM SUMATERA SELATAN - 693033,01KV7105VYY3SVPS8KYWH3S7P3,66126051,2026,E-Katalog 6.0,APBN,ROBBANI,E-Purchasing,Barang,"Pengadaan Belanja Bahan Kegiatan Inventarisasi serta Monitoring dan Evaluasi  Propemperda berupa ATK, Komputer Supplies dan Penggandaan dan Penjilidan pada Kantor Wilayah Kementerian Hukum Sumatera Selatan Tahun Anggaran 2026",ON PROCESS,1965980,1965980
KEMENTERIAN HUKUM,BADAN PEMBINAAN HUKUM NASIONAL - 693118,10929532000,62568451,2026,Pencatatan,APBN,vendor,Pengadaan Langsung,Pekerjaan Konstruksi,"Pengadaan Pemeliharaan Gedung/Bangunan Kantor Tidak Bertingkat Kegiatan Pemeliharaan Gedung, Pagar dan Halaman Dalam Rangka Operasional dan Pemeliharaan Kantor pada Badan Pembinaan Hukum Nasional Tahun Anggaran 2026",PAKET SEDANG BERJALAN,98909000,98909000
KEMENTERIAN HUKUM,08 KANWIL SUMATERA BARAT PP - 693031,10897867000,66193234,2026,Pencatatan,APBN,Rumah Makan,Pengadaan Langsung,Pengadaan Barang,Pengadaan  Konsumsi Snack dan Makan untuk Kegiatan Mediasi dan Konsultasi Peraturan Daerah pada Kantor Wilayah Kementerian Hukum Sumatera Barat - Tahun Anggaran 2026,PAKET SEDANG BERJALAN,4522500,4522500
KEMENTERIAN HUKUM,25 KANWIL PAPUA SETJEN - 692022,10901821000,65839493,2026,Pencatatan,APBN,,Pengadaan Langsung,Pengadaan Barang,Belanja Barang berupa Persediaan Pemeliharaan Peralatan dan Mesin pada kegiatan Pemeliharaan peralatan kantor Kanwil KemenHukum Papua TA 2026,PAKET SEDANG BERJALAN,21320500,21320500
KEMENTERIAN HUKUM,KANTOR WILAYAH KEMENTERIAN HUKUM PAPUA BARAT - 692035,01KKKKDPPHQQSFW8899NK79123,62265672,2026,E-Katalog 6.0,APBN,MATA NAGA PERKASA,E-Purchasing,Barang,"Pengadaan Belanja Modal Peralatan dan Mesin berupa AC Split, Trapotable Generating set, AC Standing untuk kegiatan Pengadaan Peralatan Fasilitas Perkantoran  pada Kantor Wilayah Kementerian Hukum Papua Barat Tahun Anggaran 2026",PAYMENT OUTSIDE SYSTEM,321733500,321733500
