nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
KEMENTERIAN PARIWISATA,DEPUTI BIDANG INDUSTRI DAN INVESTASI - 694449,01KFAKNCRZQZQWK8VX9KSE9N96,63602085,2026,E-Katalog 6.0,APBN,AGUNG SOLUSI TRANS,E-Purchasing,Barang,Sewa Mobil Eselon II,ON PROCESS,476999963,476999963
KEMENTERIAN PARIWISATA,DEPUTI BIDANG PEMASARAN - 694450,10143746000,66658595,2026,Tender,APBN,PT. Media Mandiri,Tender,Jasa Lainnya,Publikasi Media Elektronik Mancanegara Paket I,SELESAI,3998800000,3998800000
KEMENTERIAN PARIWISATA,DEPUTI BIDANG SUMBER DAYA DAN KELEMBAGAAN - 694447,01KH63Q87KGHYRZWAVVMRR6Q5M,64530898,2026,E-Katalog 6.0,APBN,KARYA MENUJU SUKSES,E-Purchasing,Jasa Lainnya,Honorarium Jasa Pengemudi,ON PROCESS,902979000,902979000
KEMENTERIAN PARIWISATA,DEPUTI BIDANG PEMASARAN - 694450,10098596000,61645711,2026,Tender,APBN,PT. KREATIF CITRA CONVEX,Tender,Jasa Lainnya,ATF 2026,SELESAI,1099998900,1099998900
KEMENTERIAN PARIWISATA,SEKRETARIAT KEMENTERIAN/ SEKRETARIAT UTAMA - 694456,01KW1BRKE87AVK2FZEVJBYBH3A,67372768,2026,E-Katalog 6.0,APBN,SATRIA PIRANTI PERKASA,E-Purchasing,Jasa Lainnya,Sewa Kendaraan Dinas Operasional Jabatan TA 2026,ON PROCESS,17400000,17400000
KEMENTERIAN PARIWISATA,POLITEKNIK PARIWISATA LOMBOK - 694443,01KDAQ63G8G5N8A6MJCWBKQ0SM,62442342,2026,E-Katalog 6.0,APBN,GRHA HUMANINDO MANAJEMEN,E-Purchasing,Jasa Lainnya,"Belanja Pemeliharaan Gedung dan Bangunan (E-Purchasing). Pengadaan Jasa Outsourcing CS, ME, DRIVER, FO Poltekpar Lombok Tahun 2026",ON PROCESS,2554629240,2554629240
KEMENTERIAN PARIWISATA,POLITEKNIK PARIWISATA NHI BANDUNG - 694453,10878650000,65562488,2026,Pencatatan,APBN,,Pengadaan Langsung,Pengadaan Barang,Pengadaan Sarana Prasarana Rumah Tangga Tahap 4 PPNHIB 2026,PAKET SELESAI,121316605,121316605
KEMENTERIAN PARIWISATA,POLITEKNIK PARIWISATA NHI BANDUNG - 694453,10917300000,65560914,2026,Pencatatan,APBN,,Pengadaan Langsung,Jasa Lainnya,Pekerjaan Peremajaan Panel Listrik Prodi SKU PPNHIB 2026,PAKET SELESAI,46218340,46218340
KEMENTERIAN PARIWISATA,POLITEKNIK PARIWISATA MEDAN - 694458,01KR0S5RCMX1F7PP2P5CP2S0PZ,67097389,2026,E-Katalog 6.0,APBN,FIRMAN KARYA,E-Purchasing,Barang,Pengadaan Tanaman dan Vegetasi untuk Pekerjaan Lanskap Laboratorium Terpadu Wings Hotel ATH (Lanjutan,ON PROCESS,826339500,826339500
KEMENTERIAN PARIWISATA,DEPUTI BIDANG PEMASARAN - 694450,10128290000,66655714,2026,Tender,APBN,Yasatech Sinergi Inspirasi,Tender,Jasa Lainnya,Manajemen Informasi Pariwisata,SELESAI,2660000000,2660000000
