nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
KEMENTERIAN PELINDUNGAN PEKERJA MIGRAN INDONESIA/BPPMI,DIREKTORAT JENDERAL PEMBERDAYAAN - 691276,01KJ4BP06ZD8YKN2ZZ2BYXBTKS,65812458,2026,E-Katalog 6.0,APBN,WIRA JAYA PAMUNGKAS,E-Purchasing,Barang,Paket Pengadaan Belanja Modal Laptop dan Perlengkapan Zoom meeting Sesditjen Pemberdayaan,COMPLETED,40404000,40404000
KEMENTERIAN PELINDUNGAN PEKERJA MIGRAN INDONESIA/BPPMI,SEKRETARIAT JENDERAL - 449896,01KDQ3XNWBJ3TER9PCEX8MGZG7,62348107,2026,E-Katalog 6.0,APBN,PERUSAHAAN PERSEROAN (PERSERO) PT. TELEKOMUNIKASI INDONESIA,E-Purchasing,Jasa Lainnya,Langganan Jaringan Internet dan Metro,ON PROCESS,2841728760,2841728760
KEMENTERIAN PELINDUNGAN PEKERJA MIGRAN INDONESIA/BPPMI,SEKRETARIAT JENDERAL - 449896,01KWEM1PNNVD7RKQY1AZYM6TD4,67391231,2026,E-Katalog 6.0,APBN,BINAJASA ABADIKARYA,E-Purchasing,Jasa Lainnya,Jasa Keamanan Gedung Kantor Pusat Kementerian P2MI,ON PROCESS,1724708805,1724708805
KEMENTERIAN PELINDUNGAN PEKERJA MIGRAN INDONESIA/BPPMI,SEKRETARIAT JENDERAL - 449896,01KDR3RZ9MMX39WSD6H0EXNCZY,62624181,2026,E-Katalog 6.0,APBN,NUSANTARA ARTA BERSAMA,E-Purchasing,Jasa Lainnya,Sewa Kendaraan Staf Khusus Tahun 2026,ON PROCESS,531719748,531719748
KEMENTERIAN PELINDUNGAN PEKERJA MIGRAN INDONESIA/BPPMI,BALAI PELAYANAN PELINDUNGAN PEKERJA MIGRAN INDONESIA (BP3MI) JAWA TIMUR - 426386,01KFCJARTGZ8VX6D8BE8S9Q12Q,62357654,2026,E-Katalog 6.0,APBN,MAHAKAM KENCANA INTAN PADI,E-Purchasing,Jasa Lainnya,Jasa Keamanan Kantor Surabaya,PAYMENT OUTSIDE SYSTEM,214500000,214500000
KEMENTERIAN PELINDUNGAN PEKERJA MIGRAN INDONESIA/BPPMI,BALAI PELAYANAN PELINDUNGAN PEKERJA MIGRAN INDONESIA (BP3MI) JAWA BARAT - 426355,01KJ49T0GMTB10EXEZBYZ96W3V,65403732,2026,E-Katalog 6.0,APBN,EVY WAHYUNINGSIH,E-Purchasing,Barang,Konsumsi OPP P4MI Cirebon,PAYMENT OUTSIDE SYSTEM,21000000,21000000
KEMENTERIAN PELINDUNGAN PEKERJA MIGRAN INDONESIA/BPPMI,DIREKTORAT JENDERAL PEMBERDAYAAN - 691276,01KJ42PNTZ8PDCJZ1Y1ERQ66BS,65759823,2026,E-Katalog 6.0,APBN,DIRAJA BERKAH UTAMA,E-Purchasing,Barang,Biaya Keperluan Perkantoran,COMPLETED,4900000,4900000
KEMENTERIAN PELINDUNGAN PEKERJA MIGRAN INDONESIA/BPPMI,DIREKTORAT JENDERAL PEMBERDAYAAN - 691276,01KKAWWNFVRZ5B4X9463JZHTB0,65805852,2026,E-Katalog 6.0,APBN,DIRAJA BERKAH UTAMA,E-Purchasing,Barang,Paket Alat Podcast,COMPLETED,3000000,3000000
KEMENTERIAN PELINDUNGAN PEKERJA MIGRAN INDONESIA/BPPMI,DIREKTORAT JENDERAL PEMBERDAYAAN - 691276,01KKDZTZ586XPN5H6VS4KRSTAD,64927248,2026,E-Katalog 6.0,APBN,NIAGA ALAM RAYA,E-Purchasing,Barang,ATK Eselon II,COMPLETED,10619391,10619391
KEMENTERIAN PELINDUNGAN PEKERJA MIGRAN INDONESIA/BPPMI,BALAI PELAYANAN PELINDUNGAN PEKERJA MIGRAN INDONESIA (BP3MI) JAWA BARAT - 426355,01KHST6PGD02DT91Y886SW62HK,65438474,2026,E-Katalog 6.0,APBN,SRI NOFIANDA,E-Purchasing,Barang,Konsumsi OPP P4MI Bekasi,PAYMENT OUTSIDE SYSTEM,27000000,27000000
